class;x1;y1;z1;v1;x2;y2;z2;v2;x3;y3;z3;v3;x4;y4;z4;v4;x5;y5;z5;v5;x6;y6;z6;v6;x7;y7;z7;v7;x8;y8;z8;v8;x9;y9;z9;v9;x10;y10;z10;v10;x11;y11;z11;v11;x12;y12;z12;v12;x13;y13;z13;v13;x14;y14;z14;v14;x15;y15;z15;v15;x16;y16;z16;v16;x17;y17;z17;v17;x18;y18;z18;v18;x19;y19;z19;v19;x20;y20;z20;v20;x21;y21;z21;v21
A;0.3858654499053955;0.6908285021781921;-3.18E+10;00.00;0.4285244941711426;0.6594448685646057;0.0014344187220558524;00.00;0.45603081583976746;0.616696298122406;-0.007433938793838024;00.00;0.46622851490974426;0.583388090133667;-0.021348902955651283;00.00;0.46993526816368103;0.559768795967102;-0.038780439645051956;00.00;0.4496667981147766;0.556464672088623;-0.015230521559715271;00.00;0.4649798274040222;0.5035642981529236;-0.028640292584896088;00.00;0.4761352837085724;0.5081209540367126;-0.03628372400999069;00.00;0.47980907559394836;0.5209847688674927;-0.039649371057748795;00.00;0.4264252781867981;0.5583986639976501;-0.028785990551114082;00.00;0.44443079829216003;0.5064082741737366;-0.03761294111609459;00.00;0.45629286766052246;0.5246177315711975;-0.04253995046019554;00.00;0.4605022072792053;0.5483006834983826;-0.04630710929632187;00.00;0.40237629413604736;0.5679481625556946;-0.041871022433042526;00.00;0.41987448930740356;0.5300631523132324;-0.051752086728811264;00.00;0.4318126142024994;0.5491334795951843;-0.052867475897073746;00.00;0.43321776390075684;0.5741677284240723;-0.054805103689432144;00.00;0.37841546535491943;0.5800086855888367;-0.05409683659672737;00.00;0.39154481887817383;0.5503493547439575;-0.06418125331401825;00.00;0.40315449237823486;0.5664400458335876;-0.06413669884204865;00.00;0.40716928243637085;0.5869064331054688;-0.06245413422584534;00.00
A;0.3390599191188812;0.6077510714530945;-6.02E+10;00.00;0.3892996609210968;0.583048403263092;-0.007604018785059452;00.00;0.42185279726982117;0.5400129556655884;-0.015799505636096;00.00;0.4360898733139038;0.49219849705696106;-0.028205422684550285;00.00;0.4360099732875824;0.45898211002349854;-0.03544663265347481;00.00;0.412484347820282;0.4939925968647003;0.012658163905143738;00.00;0.42072370648384094;0.44613927602767944;-0.008316462859511375;00.00;0.41311129927635193;0.4859677255153656;-0.004628435242921114;00.00;0.40761637687683105;0.5037912726402283;0.008754296228289604;00.00;0.3865607678890228;0.48793327808380127;0.003056068904697895;00.00;0.39186739921569824;0.4387565851211548;-0.03550092503428459;00.00;0.38679268956184387;0.49304261803627014;-0.04003793001174927;00.00;0.3836735188961029;0.504146933555603;-0.02806725725531578;00.00;0.36021706461906433;0.48491859436035156;-0.010958348400890827;00.00;0.3636225163936615;0.43888184428215027;-0.04231790825724602;00.00;0.3636869788169861;0.49153974652290344;-0.038188397884368896;00.00;0.3618151545524597;0.5051814317703247;-0.025903457775712013;00.00;0.33288681507110596;0.48629051446914673;-0.024663681164383888;00.00;0.33692991733551025;0.45141565799713135;-0.036708954721689224;00.00;0.341184139251709;0.4878365397453308;-0.03679371625185013;00.00;0.3409428000450134;0.5024173259735107;-0.032255880534648895;00.00
A;0.3275226652622223;0.6063091158866882;-9.33E+09;00.00;0.37562745809555054;0.5798203945159912;-0.012826303020119667;00.00;0.4060859680175781;0.5355439782142639;-0.018331922590732574;00.00;0.4176845848560333;0.484066903591156;-0.02660360373556614;00.00;0.41556692123413086;0.4450152814388275;-0.027576696127653122;00.00;0.3918260931968689;0.4880385994911194;0.016414640471339226;00.00;0.393929123878479;0.4396933913230896;-0.008726534433662891;00.00;0.38661378622055054;0.4780726134777069;-0.01654656045138836;00.00;0.3869270086288452;0.49713268876075745;-0.011884301900863647;00.00;0.3674280643463135;0.48092517256736755;0.011863897554576397;00.00;0.36906933784484863;0.43484175205230713;-0.025342894718050957;00.00;0.36425524950027466;0.48677292466163635;-0.03325803950428963;00.00;0.3669337034225464;0.5020408630371094;-0.022911977022886276;00.00;0.3435582220554352;0.4794938564300537;0.0013918114127591252;00.00;0.3443206548690796;0.4355553388595581;-0.029622361063957214;00.00;0.34422481060028076;0.4843563437461853;-0.028989233076572418;00.00;0.3458676040172577;0.501236617565155;-0.0179783683270216;00.00;0.3182753324508667;0.4841582179069519;-0.009926379658281803;00.00;0.3218553960323334;0.44719022512435913;-0.01995592564344406;00.00;0.3241344392299652;0.4786470830440521;-0.01721004955470562;00.00;0.32461798191070557;0.4944045841693878;-0.006126341409981251;00.00
A;0.32523292303085327;0.6072933673858643;-2.26E+11;00.00;0.373290479183197;0.5800326466560364;-0.01378663070499897;00.00;0.40275073051452637;0.535362958908081;-0.022666867822408676;00.00;0.4169858992099762;0.48469647765159607;-0.03434105962514877;00.00;0.4153253436088562;0.44506019353866577;-0.03877865523099899;00.00;0.388662725687027;0.49003276228904724;0.02446831949055195;00.00;0.39437252283096313;0.4465633034706116;-0.00622373353689909;00.00;0.3875328302383423;0.4853856563568115;-0.015386756509542465;00.00;0.3878019452095032;0.498927503824234;-0.006787480786442757;00.00;0.3653338849544525;0.4832632541656494;0.02034093253314495;00.00;0.3693193793296814;0.4403512477874756;-0.022991860285401344;00.00;0.3636002540588379;0.49460741877555847;-0.03203753009438515;00.00;0.365939199924469;0.5015774369239807;-0.016361204907298088;00.00;0.3421887755393982;0.48155465722084045;0.009618490003049374;00.00;0.34488001465797424;0.4414224624633789;-0.029536709189414978;00.00;0.343722403049469;0.49139130115509033;-0.027011394500732422;00.00;0.34504202008247375;0.5003512501716614;-0.0069407690316438675;00.00;0.3179876208305359;0.4844891428947449;-0.00136950658634305;00.00;0.3218422830104828;0.4484793245792389;-0.016974709928035736;00.00;0.32391539216041565;0.4812844395637512;-0.012255635112524033;00.00;0.3242020308971405;0.495686799287796;0.005286583211272955;00.00
A;0.32727140188217163;0.6097755432128906;-3.29E+11;00.00;0.37420183420181274;0.5820019841194153;-0.011611374095082283;00.00;0.4034498929977417;0.536449670791626;-0.020252399146556854;00.00;0.4168700873851776;0.4855073094367981;-0.03207186982035637;00.00;0.41341713070869446;0.4465521574020386;-0.03607480227947235;00.00;0.38647446036338806;0.4932945966720581;0.027554664760828018;00.00;0.3916988968849182;0.44951683282852173;-0.004310618620365858;00.00;0.38524407148361206;0.48754775524139404;-0.01577390544116497;00.00;0.38567644357681274;0.501427412033081;-0.008876468986272812;00.00;0.36342883110046387;0.486741304397583;0.02251972071826458;00.00;0.3668883144855499;0.44226133823394775;-0.021451562643051147;00.00;0.3620455861091614;0.49562615156173706;-0.03170015290379524;00.00;0.3644755780696869;0.5049849152565002;-0.016800735145807266;00.00;0.34058302640914917;0.4852624833583832;0.01078059058636427;00.00;0.34288254380226135;0.4422357976436615;-0.027091963216662407;00.00;0.3424251079559326;0.49066051840782166;-0.02446097508072853;00.00;0.3439657390117645;0.5017927885055542;-0.003857329720631242;00.00;0.31654423475265503;0.4883691072463989;-0.0010527180274948478;00.00;0.3201395571231842;0.45017004013061523;-0.014248606748878956;00.00;0.3229221701622009;0.48145028948783875;-0.008983775973320007;00.00;0.3236461281776428;0.4973713457584381;0.008948867209255695;00.00
A;0.3198716342449188;0.6078891158103943;-1.25E+09;00.00;0.36816510558128357;0.5828114748001099;-0.023361237719655037;00.00;0.3986574709415436;0.5394049286842346;-0.03505749627947807;00.00;0.4127790629863739;0.48663559556007385;-0.04751548171043396;00.00;0.4098285436630249;0.44682374596595764;-0.05020742118358612;00.00;0.38307932019233704;0.4928361177444458;0.021894309669733047;00.00;0.3887708783149719;0.4507034420967102;-0.013593845069408417;00.00;0.3806470036506653;0.49210765957832336;-0.021396027877926826;00.00;0.3829270005226135;0.5035836100578308;-0.009301643818616867;00.00;0.3582947552204132;0.48539549112319946;0.0223294198513031;00.00;0.3630356788635254;0.4421841502189636;-0.029250159859657288;00.00;0.35663366317749023;0.49950894713401794;-0.03646485507488251;00.00;0.36136898398399353;0.5037536025047302;-0.014841784723103046;00.00;0.33481597900390625;0.4838407039642334;0.014834241941571236;00.00;0.3383078873157501;0.4438198208808899;-0.031543929129838943;00.00;0.3365790545940399;0.49692580103874207;-0.029610758647322655;00.00;0.33940714597702026;0.5041322708129883;-0.006515573710203171;00.00;0.3115464150905609;0.48677074909210205;0.005935014691203833;00.00;0.3149639368057251;0.4517202079296112;-0.012953360565006733;00.00;0.31709423661231995;0.48625320196151733;-0.009572774171829224;00.00;0.3180159330368042;0.4984482526779175;0.01025887206196785;00.00
A;0.31925415992736816;0.6107203364372253;-2.62E+11;00.00;0.369125634431839;0.5835307836532593;-0.015095575712621212;00.00;0.39825525879859924;0.5389953255653381;-0.022838151082396507;00.00;0.41111233830451965;0.4874292016029358;-0.03214450180530548;00.00;0.40733376145362854;0.4486045837402344;-0.032512467354536057;00.00;0.37847423553466797;0.49623265862464905;0.025513602420687675;00.00;0.38366079330444336;0.45378580689430237;-0.006796377245336771;00.00;0.37780189514160156;0.4931219518184662;-0.01627693884074688;00.00;0.3788086175918579;0.5068877339363098;-0.007202824577689171;00.00;0.354338139295578;0.49001345038414;0.02287391759455204;00.00;0.3580631911754608;0.44621455669403076;-0.022769905626773834;00.00;0.35390961170196533;0.5016247630119324;-0.03088993765413761;00.00;0.35685136914253235;0.5097909569740295;-0.013990741223096848;00.00;0.33118727803230286;0.4882652759552002;0.013227191753685474;00.00;0.33363935351371765;0.4473467767238617;-0.027535930275917053;00.00;0.3337085247039795;0.4983914792537689;-0.025037474930286407;00.00;0.3351454734802246;0.5077482461929321;-0.00455284072086215;00.00;0.3074381649494171;0.4904603064060211;0.003340239403769374;00.00;0.3114748001098633;0.45359840989112854;-0.012752342969179153;00.00;0.31400027871131897;0.4879891276359558;-0.008736965246498585;00.00;0.3134656846523285;0.5028642416000366;0.008282070979475975;00.00
A;0.31994470953941345;0.611929714679718;-2.38E+10;00.00;0.36759743094444275;0.5848944187164307;-0.013751503080129623;00.00;0.39680373668670654;0.5402013659477234;-0.022792449221014977;00.00;0.40954533219337463;0.488173246383667;-0.03453845903277397;00.00;0.4053150415420532;0.44702500104904175;-0.03747347742319107;00.00;0.37655070424079895;0.4969581067562103;0.029235493391752243;00.00;0.38129863142967224;0.45390474796295166;-0.005267716944217682;00.00;0.37518295645713806;0.49410849809646606;-0.01659567467868328;00.00;0.37598416209220886;0.5094844102859497;-0.007241979707032442;00.00;0.3528309464454651;0.49129822850227356;0.0262879878282547;00.00;0.3558698892593384;0.44748038053512573;-0.019963368773460388;00.00;0.3520822823047638;0.502985954284668;-0.02971339039504528;00.00;0.3556286692619324;0.513229250907898;-0.012584660202264786;00.00;0.3302801847457886;0.49028652906417847;0.016200821846723557;00.00;0.3316802978515625;0.44744983315467834;-0.024155333638191223;00.00;0.3321012854576111;0.4984343647956848;-0.02269997075200081;00.00;0.33428868651390076;0.5115708708763123;-0.0016509644920006394;00.00;0.3073117434978485;0.49345096945762634;0.005798352416604757;00.00;0.3104158937931061;0.45475852489471436;-0.008041270077228546;00.00;0.3134141266345978;0.48797810077667236;-0.004508249927312136;00.00;0.31415820121765137;0.5062015056610107;0.013246376067399979;00.00
A;0.3156414330005646;0.5959764719009399;-1.64E+10;00.00;0.36246025562286377;0.5630846619606018;-0.006506240461021662;00.00;0.3897577226161957;0.5172451138496399;-0.013042096048593521;00.00;0.3985487222671509;0.4644942581653595;-0.02513236552476883;00.00;0.39804738759994507;0.42094001173973083;-0.03064655140042305;00.00;0.3701786994934082;0.4794588088989258;0.03738226741552353;00.00;0.37365907430648804;0.4371359944343567;0.00765508646145463;00.00;0.3677319884300232;0.47686320543289185;-0.003612339263781905;00.00;0.366412490606308;0.4961927831172943;0.004658731631934643;00.00;0.34561803936958313;0.4757705330848694;0.03216644003987312;00.00;0.3470473885536194;0.435008704662323;-0.009068013168871403;00.00;0.34406188130378723;0.4874609410762787;-0.026837341487407684;00.00;0.3448938727378845;0.5027967691421509;-0.01891237124800682;00.00;0.3222576379776001;0.47628840804100037;0.022007204592227936;00.00;0.32151928544044495;0.437566339969635;-0.011512979865074158;00.00;0.3235083818435669;0.48806822299957275;-0.017565345391631126;00.00;0.32533198595046997;0.5074622631072998;-0.0029808147810399532;00.00;0.2988942563533783;0.4807204306125641;0.011348317377269268;00.00;0.3005008101463318;0.4455946683883667;0.0034984794910997152;00.00;0.30494752526283264;0.47747787833213806;0.0041573322378098965;00.00;0.30668455362319946;0.4968632161617279;0.019230308011174202;00.00
A;0.3080783188343048;0.5854660272598267;8.14E+08;00.00;0.3562155067920685;0.5517721176147461;-0.009375239722430706;00.00;0.38324666023254395;0.5051236748695374;-0.014544333331286907;00.00;0.39080917835235596;0.4518147110939026;-0.024065328761935234;00.00;0.38925665616989136;0.4085649847984314;-0.027587980031967163;00.00;0.3614378869533539;0.4721580445766449;0.03436216711997986;00.00;0.36530840396881104;0.42798760533332825;0.0026578272227197886;00.00;0.3606821894645691;0.4681832194328308;-0.009118113666772842;00.00;0.36004993319511414;0.48831015825271606;-0.0006789938779547811;00.00;0.33569973707199097;0.4693063497543335;0.030703946948051453;00.00;0.3371272683143616;0.4263172447681427;-0.012626160867512226;00.00;0.3354683518409729;0.47983431816101074;-0.02634897083044052;00.00;0.33694058656692505;0.49516797065734863;-0.015245900489389896;00.00;0.31195446848869324;0.47160544991493225;0.020992079749703407;00.00;0.3112446069717407;0.43158477544784546;-0.01515193097293377;00.00;0.3151053786277771;0.4829378128051758;-0.018099626526236534;00.00;0.3167797029018402;0.5009585022926331;-0.002484910422936082;00.00;0.288358211517334;0.47802186012268066;0.011470889672636986;00.00;0.29077401757240295;0.44376641511917114;0.002025787252932787;00.00;0.29637014865875244;0.4766402840614319;0.0050787897780537605;00.00;0.2975379526615143;0.49514731764793396;0.02104237675666809;00.00
